,county_name,fips,state_name,"Median Debt in Collections, All",Average household income
564,Clark County,16033,Idaho,1835.1216158143532,49087
565,Clearwater County,16035,Idaho,1835.1216158143532,55455
566,Custer County,16037,Idaho,1835.1216158143532,53124
567,Elmore County,16039,Idaho,1635.0,58518
568,Franklin County,16041,Idaho,1835.1216158143532,68697
569,Fremont County,16043,Idaho,1835.1216158143532,64646
570,Gem County,16045,Idaho,1982.0,52420
571,Gooding County,16047,Idaho,2553.0,60267
572,Idaho County,16049,Idaho,1835.1216158143532,50551
573,Jefferson County,16051,Idaho,3017.0,72995
574,Jerome County,16053,Idaho,1890.0,61238
575,Kootenai County,16055,Idaho,2558.0,74904
576,Latah County,16057,Idaho,1637.0,62342
577,Lemhi County,16059,Idaho,1835.1216158143532,49590
578,Lewis County,16061,Idaho,1835.1216158143532,55036
579,Lincoln County,16063,Idaho,1835.1216158143532,57971
580,Madison County,16065,Idaho,1197.0,52366
581,Minidoka County,16067,Idaho,1646.0,64670
582,Nez Perce County,16069,Idaho,2466.0,66552
583,Oneida County,16071,Idaho,1835.1216158143532,57024
584,Owyhee County,16073,Idaho,2820.0,59481
585,Payette County,16075,Idaho,2067.0,66136
586,Power County,16077,Idaho,1835.1216158143532,61766
587,Shoshone County,16079,Idaho,3322.0,53600
588,Teton County,16081,Idaho,1835.1216158143532,82563
589,Twin Falls County,16083,Idaho,1982.0,69765
590,Valley County,16085,Idaho,1835.1216158143532,78478
591,Washington County,16087,Idaho,1835.1216158143532,51952
592,Adams County,17001,Illinois,1724.0,75647
593,Alexander County,17003,Illinois,1835.1216158143532,45672
594,Bond County,17005,Illinois,2524.0,70131
595,Boone County,17007,Illinois,2098.0,85599
596,Brown County,17009,Illinois,1835.1216158143532,67824
597,Bureau County,17011,Illinois,1216.0,69674
598,Calhoun County,17013,Illinois,1835.1216158143532,66845
599,Carroll County,17015,Illinois,1715.0,62739
600,Cass County,17017,Illinois,1844.0,65081
601,Champaign County,17019,Illinois,1927.0,72991
602,Christian County,17021,Illinois,1453.0,62807
603,Clark County,17023,Illinois,1927.0,70037
604,Clay County,17025,Illinois,1980.0,60790
605,Clinton County,17027,Illinois,852.0,80242
606,Coles County,17029,Illinois,2061.0,63161
607,Cook County,17031,Illinois,1404.0,94922
608,Crawford County,17033,Illinois,1564.0,68640
609,Cumberland County,17035,Illinois,1835.1216158143532,62334
610,DeKalb County,17037,Illinois,1540.0,77923
611,De Witt County,17039,Illinois,1574.0,69216
612,Douglas County,17041,Illinois,2052.0,70199
613,DuPage County,17043,Illinois,1352.0,124223
614,Edgar County,17045,Illinois,1902.0,62335
615,Edwards County,17047,Illinois,1835.1216158143532,63054
616,Effingham County,17049,Illinois,1625.0,74875
617,Fayette County,17051,Illinois,1908.0,59615
618,Ford County,17053,Illinois,1609.0,64974
619,Franklin County,17055,Illinois,1773.0,54762
620,Fulton County,17057,Illinois,1717.0,62429
621,Gallatin County,17059,Illinois,1835.1216158143532,57026
622,Greene County,17061,Illinois,1835.1216158143532,58630
623,Grundy County,17063,Illinois,1760.0,87844
624,Hamilton County,17065,Illinois,1835.1216158143532,67205
625,Hancock County,17067,Illinois,2356.0,63252
626,Hardin County,17069,Illinois,1835.1216158143532,63443
627,Henderson County,17071,Illinois,1835.1216158143532,65045
628,Henry County,17073,Illinois,1986.0,69866
629,Iroquois County,17075,Illinois,2037.0,64658
630,Jackson County,17077,Illinois,1557.0,58035
631,Jasper County,17079,Illinois,1835.1216158143532,63677
632,Jefferson County,17081,Illinois,1820.0,64402
633,Jersey County,17083,Illinois,1353.0,71313
634,Jo Daviess County,17085,Illinois,902.0,73074
635,Johnson County,17087,Illinois,1835.1216158143532,65981
636,Kane County,17089,Illinois,1245.0,105206
637,Kankakee County,17091,Illinois,1593.0,68548
638,Kendall County,17093,Illinois,1366.0,100267
639,Knox County,17095,Illinois,1659.0,58735
640,Lake County,17097,Illinois,1580.0,124501
641,LaSalle County,17099,Illinois,1796.0,73633
642,Lawrence County,17101,Illinois,1620.0,58908
643,Lee County,17103,Illinois,1676.0,72909
644,Livingston County,17105,Illinois,1773.0,70341
645,Logan County,17107,Illinois,1742.0,72129
646,McDonough County,17109,Illinois,2298.0,59429
647,McHenry County,17111,Illinois,1416.0,106299
648,McLean County,17113,Illinois,1427.0,85424
649,Macon County,17115,Illinois,2245.0,68066
650,Macoupin County,17117,Illinois,1721.0,67689
651,Madison County,17119,Illinois,1528.0,75747
652,Marion County,17121,Illinois,1623.0,58895
653,Marshall County,17123,Illinois,1835.1216158143532,68641
654,Mason County,17125,Illinois,1374.0,61524
655,Massac County,17127,Illinois,1269.0,56495
656,Menard County,17129,Illinois,1835.1216158143532,82127
657,Mercer County,17131,Illinois,2159.0,68250
658,Monroe County,17133,Illinois,1077.0,101408
659,Montgomery County,17135,Illinois,1430.0,62938
660,Morgan County,17137,Illinois,1441.0,63032
661,Moultrie County,17139,Illinois,2330.0,70504
662,Ogle County,17141,Illinois,1822.0,75048
663,Peoria County,17143,Illinois,1552.0,76932
664,Perry County,17145,Illinois,1407.0,61778
665,Piatt County,17147,Illinois,2527.0,82458
666,Pike County,17149,Illinois,2531.0,57507
667,Pope County,17151,Illinois,1835.1216158143532,52818
668,Pulaski County,17153,Illinois,1835.1216158143532,47587
669,Putnam County,17155,Illinois,1835.1216158143532,79048
670,Randolph County,17157,Illinois,1640.0,67527
671,Richland County,17159,Illinois,1373.0,62163
672,Rock Island County,17161,Illinois,1688.0,69130
673,St. Clair County,17163,Illinois,1446.0,74586
674,Saline County,17165,Illinois,1510.0,56381
675,Sangamon County,17167,Illinois,1665.0,79986
676,Schuyler County,17169,Illinois,1835.1216158143532,58448
677,Scott County,17171,Illinois,1835.1216158143532,67886
678,Shelby County,17173,Illinois,2672.0,59674
679,Stark County,17175,Illinois,1835.1216158143532,70542
680,Stephenson County,17177,Illinois,1217.0,62446
681,Tazewell County,17179,Illinois,1588.0,75663
682,Union County,17181,Illinois,1373.0,62746
683,Vermilion County,17183,Illinois,1952.0,58099
684,Wabash County,17185,Illinois,1520.0,63491
685,Warren County,17187,Illinois,1314.0,66183
686,Washington County,17189,Illinois,1835.1216158143532,75730
687,Wayne County,17191,Illinois,1709.0,60785
688,White County,17193,Illinois,1343.0,58877
689,Whiteside County,17195,Illinois,1782.0,69695
690,Will County,17197,Illinois,1541.0,106216
691,Williamson County,17199,Illinois,1568.0,59712
692,Winnebago County,17201,Illinois,1538.0,70435
693,Woodford County,17203,Illinois,974.0,91250
694,Adams County,18001,Indiana,1951.0,62954
695,Allen County,18003,Indiana,2304.0,74785
696,Bartholomew County,18005,Indiana,2139.0,74914
697,Benton County,18007,Indiana,1835.1216158143532,57404
698,Blackford County,18009,Indiana,1520.0,57397
699,Boone County,18011,Indiana,2271.0,113352
700,Brown County,18013,Indiana,3447.0,81697
701,Carroll County,18015,Indiana,1560.0,70864
702,Cass County,18017,Indiana,3045.0,59773
703,Clark County,18019,Indiana,1579.0,73706
704,Clay County,18021,Indiana,2409.0,62688
705,Clinton County,18023,Indiana,1724.0,64032
706,Crawford County,18025,Indiana,926.0,51724
707,Daviess County,18027,Indiana,2357.0,63729
708,Dearborn County,18029,Indiana,1751.0,78072
709,Decatur County,18031,Indiana,2210.0,66565
710,DeKalb County,18033,Indiana,1986.0,67411
711,Delaware County,18035,Indiana,1964.0,55830
712,Dubois County,18037,Indiana,1986.0,72652
713,Elkhart County,18039,Indiana,1865.0,71886
714,Fayette County,18041,Indiana,1731.0,55679
715,Floyd County,18043,Indiana,1249.0,85837
716,Fountain County,18045,Indiana,1673.0,64848
717,Franklin County,18047,Indiana,2125.0,72076
718,Fulton County,18049,Indiana,2108.0,61620
719,Gibson County,18051,Indiana,1638.0,68625
720,Grant County,18053,Indiana,2202.0,54737
721,Greene County,18055,Indiana,2652.0,59091
722,Hamilton County,18057,Indiana,1757.0,132032
723,Hancock County,18059,Indiana,2485.0,82281
724,Harrison County,18061,Indiana,1170.0,69995
725,Hendricks County,18063,Indiana,1858.0,98463
726,Henry County,18065,Indiana,1722.0,60311
727,Howard County,18067,Indiana,2380.0,69523
728,Huntington County,18069,Indiana,2272.0,62159
729,Jackson County,18071,Indiana,2542.0,62635
730,Jasper County,18073,Indiana,1501.0,69206
731,Jay County,18075,Indiana,1237.0,57482
732,Jefferson County,18077,Indiana,2737.0,64847
733,Jennings County,18079,Indiana,1933.0,59467
734,Johnson County,18081,Indiana,1896.0,83327
735,Knox County,18083,Indiana,2016.0,60335
736,Kosciusko County,18085,Indiana,2239.0,72722
737,LaGrange County,18087,Indiana,3709.0,74193
738,Lake County,18089,Indiana,1830.0,71527
739,LaPorte County,18091,Indiana,2028.0,68665
740,Lawrence County,18093,Indiana,2650.0,61922
741,Madison County,18095,Indiana,1962.0,60840
742,Marion County,18097,Indiana,1799.0,67400
743,Marshall County,18099,Indiana,2039.0,67514
744,Martin County,18101,Indiana,1835.1216158143532,61614
745,Miami County,18103,Indiana,2399.0,58130
746,Monroe County,18105,Indiana,1649.0,63352
747,Montgomery County,18107,Indiana,2068.0,64962
748,Morgan County,18109,Indiana,2239.0,79105
749,Newton County,18111,Indiana,2686.0,61872
750,Noble County,18113,Indiana,2192.0,66935
751,Ohio County,18115,Indiana,1835.1216158143532,67846
752,Orange County,18117,Indiana,1091.0,56989
753,Owen County,18119,Indiana,1254.0,58395
754,Parke County,18121,Indiana,1854.0,62242
755,Perry County,18123,Indiana,3070.0,62122
756,Pike County,18125,Indiana,4185.0,63284
757,Porter County,18127,Indiana,1634.0,82931
758,Posey County,18129,Indiana,2090.0,74905
759,Pulaski County,18131,Indiana,2201.0,58594
760,Putnam County,18133,Indiana,2291.0,67930
761,Randolph County,18135,Indiana,1712.0,56003
762,Ripley County,18137,Indiana,2046.0,69125
763,Rush County,18139,Indiana,3709.0,62316
764,St. Joseph County,18141,Indiana,1700.0,72422
765,Scott County,18143,Indiana,1827.0,57744
766,Shelby County,18145,Indiana,2009.0,70571
767,Spencer County,18147,Indiana,1761.0,73254
768,Starke County,18149,Indiana,2404.0,59750
769,Steuben County,18151,Indiana,2358.0,69753
770,Sullivan County,18153,Indiana,1525.0,60194
771,Switzerland County,18155,Indiana,1835.1216158143532,59122
772,Tippecanoe County,18157,Indiana,1911.0,68166
773,Tipton County,18159,Indiana,2828.0,72346
774,Union County,18161,Indiana,1835.1216158143532,58255
775,Vanderburgh County,18163,Indiana,1777.0,69712
776,Vermillion County,18165,Indiana,1503.0,58372
777,Vigo County,18167,Indiana,1315.0,64806
778,Wabash County,18169,Indiana,1717.0,60374
779,Warren County,18171,Indiana,1835.1216158143532,72399
780,Warrick County,18173,Indiana,1531.0,91415
781,Washington County,18175,Indiana,1283.0,60019
782,Wayne County,18177,Indiana,1574.0,57827
783,Wells County,18179,Indiana,1478.0,68165
784,White County,18181,Indiana,1793.0,68022
785,Whitley County,18183,Indiana,1919.0,74573
786,Adair County,19001,Iowa,1835.1216158143532,67912
787,Adams County,19003,Iowa,1835.1216158143532,63550
788,Allamakee County,19005,Iowa,1835.1216158143532,64470
789,Appanoose County,19007,Iowa,1498.0,61205
790,Audubon County,19009,Iowa,1835.1216158143532,61362
791,Benton County,19011,Iowa,1822.0,81624
792,Black Hawk County,19013,Iowa,1753.0,69819
793,Boone County,19015,Iowa,1009.0,74853
794,Bremer County,19017,Iowa,1835.1216158143532,82266
795,Buchanan County,19019,Iowa,1744.0,79904
796,Buena Vista County,19021,Iowa,1134.0,71135
797,Butler County,19023,Iowa,1835.1216158143532,70241
798,Calhoun County,19025,Iowa,1835.1216158143532,65281
799,Carroll County,19027,Iowa,730.0,71516
800,Cass County,19029,Iowa,1835.1216158143532,60409
801,Cedar County,19031,Iowa,1835.1216158143532,76049
802,Cerro Gordo County,19033,Iowa,1380.0,69395
803,Cherokee County,19035,Iowa,1835.1216158143532,71997
804,Chickasaw County,19037,Iowa,1835.1216158143532,69593
805,Clarke County,19039,Iowa,1835.1216158143532,64803
806,Clay County,19041,Iowa,1835.1216158143532,61530
807,Clayton County,19043,Iowa,1835.1216158143532,64985
808,Clinton County,19045,Iowa,1998.0,65667
809,Crawford County,19047,Iowa,1098.0,75402
810,Dallas County,19049,Iowa,2448.0,105070
811,Davis County,19051,Iowa,1835.1216158143532,71316
812,Decatur County,19053,Iowa,1835.1216158143532,54239
813,Delaware County,19055,Iowa,1835.1216158143532,76802
814,Des Moines County,19057,Iowa,2061.0,65310
815,Dickinson County,19059,Iowa,1835.1216158143532,80201
816,Dubuque County,19061,Iowa,2089.0,75860
817,Emmet County,19063,Iowa,1835.1216158143532,71272
818,Fayette County,19065,Iowa,2144.0,65804
819,Floyd County,19067,Iowa,2250.0,64869
820,Franklin County,19069,Iowa,1835.1216158143532,67229
821,Fremont County,19071,Iowa,1835.1216158143532,68855
822,Greene County,19073,Iowa,1835.1216158143532,65926
823,Grundy County,19075,Iowa,1835.1216158143532,84440
824,Guthrie County,19077,Iowa,1835.1216158143532,68626
825,Hamilton County,19079,Iowa,1548.0,67417
826,Hancock County,19081,Iowa,1835.1216158143532,68465
827,Hardin County,19083,Iowa,1379.0,66148
828,Harrison County,19085,Iowa,1835.1216158143532,70457
829,Henry County,19087,Iowa,1562.0,67488
830,Howard County,19089,Iowa,1835.1216158143532,67545
831,Humboldt County,19091,Iowa,1835.1216158143532,68021
832,Ida County,19093,Iowa,1835.1216158143532,75421
833,Iowa County,19095,Iowa,1835.1216158143532,78604
834,Jackson County,19097,Iowa,1469.0,68238
835,Jasper County,19099,Iowa,2105.0,69064
836,Jefferson County,19101,Iowa,1357.0,63714
837,Johnson County,19103,Iowa,1368.0,90332
838,Jones County,19105,Iowa,2070.0,72299
839,Keokuk County,19107,Iowa,1835.1216158143532,66354
840,Kossuth County,19109,Iowa,1835.1216158143532,66488
841,Lee County,19111,Iowa,1581.0,61876
842,Linn County,19113,Iowa,1701.0,83719
843,Louisa County,19115,Iowa,1835.1216158143532,67785
844,Lucas County,19117,Iowa,1835.1216158143532,69054
845,Lyon County,19119,Iowa,1835.1216158143532,75354
846,Madison County,19121,Iowa,1402.0,82858
847,Mahaska County,19123,Iowa,1301.0,65853
848,Marion County,19125,Iowa,2374.0,71416
849,Marshall County,19127,Iowa,1670.0,66948
850,Mills County,19129,Iowa,1835.1216158143532,85494
851,Mitchell County,19131,Iowa,1835.1216158143532,69099
852,Monona County,19133,Iowa,1835.1216158143532,62067
853,Monroe County,19135,Iowa,1835.1216158143532,62835
854,Montgomery County,19137,Iowa,1256.0,63839
855,Muscatine County,19139,Iowa,1944.0,71085
856,O'Brien County,19141,Iowa,1835.1216158143532,68188
857,Osceola County,19143,Iowa,1835.1216158143532,67428
858,Page County,19145,Iowa,1835.1216158143532,62411
859,Palo Alto County,19147,Iowa,1835.1216158143532,67693
860,Plymouth County,19149,Iowa,1166.0,78893
861,Pocahontas County,19151,Iowa,1835.1216158143532,61512
862,Polk County,19153,Iowa,1514.0,88187
863,Pottawattamie County,19155,Iowa,1721.0,71387
864,Poweshiek County,19157,Iowa,2103.0,73413
865,Ringgold County,19159,Iowa,1835.1216158143532,71933
866,Sac County,19161,Iowa,1835.1216158143532,69325
867,Scott County,19163,Iowa,1942.0,82135
868,Shelby County,19165,Iowa,1835.1216158143532,72775
869,Sioux County,19167,Iowa,1289.0,79537
870,Story County,19169,Iowa,1696.0,69065
871,Tama County,19171,Iowa,2350.0,67908
872,Taylor County,19173,Iowa,1835.1216158143532,64328
873,Union County,19175,Iowa,1835.1216158143532,61651
874,Van Buren County,19177,Iowa,1835.1216158143532,66726
875,Wapello County,19179,Iowa,1280.0,59632
876,Warren County,19181,Iowa,1431.0,87751
877,Washington County,19183,Iowa,1575.0,74533
878,Wayne County,19185,Iowa,1835.1216158143532,61425
879,Webster County,19187,Iowa,1784.0,59571
880,Winnebago County,19189,Iowa,1835.1216158143532,62853
881,Winneshiek County,19191,Iowa,1835.1216158143532,75120
882,Woodbury County,19193,Iowa,1409.0,77604
883,Worth County,19195,Iowa,1835.1216158143532,68459
884,Wright County,19197,Iowa,812.0,63332
885,Allen County,20001,Kansas,2177.0,54347
886,Anderson County,20003,Kansas,1835.1216158143532,57173
887,Atchison County,20005,Kansas,1835.1216158143532,63517
888,Barber County,20007,Kansas,1835.1216158143532,66304
889,Barton County,20009,Kansas,1501.0,65461
890,Bourbon County,20011,Kansas,1199.0,57238
891,Brown County,20013,Kansas,1835.1216158143532,62934
892,Butler County,20015,Kansas,1907.0,75446
893,Chase County,20017,Kansas,1835.1216158143532,60395
894,Chautauqua County,20019,Kansas,1835.1216158143532,55368
895,Cherokee County,20021,Kansas,1505.0,52963
896,Cheyenne County,20023,Kansas,1835.1216158143532,59512
897,Clark County,20025,Kansas,1835.1216158143532,62784
898,Clay County,20027,Kansas,1835.1216158143532,77301
899,Cloud County,20029,Kansas,1835.1216158143532,58632
900,Coffey County,20031,Kansas,1835.1216158143532,74259
901,Comanche County,20033,Kansas,1835.1216158143532,68814
902,Cowley County,20035,Kansas,1318.0,60785
903,Crawford County,20037,Kansas,1366.0,55176
904,Decatur County,20039,Kansas,1835.1216158143532,57986
905,Dickinson County,20041,Kansas,1660.0,62191
906,Doniphan County,20043,Kansas,1835.1216158143532,62436
907,Douglas County,20045,Kansas,1587.0,74530
908,Edwards County,20047,Kansas,1835.1216158143532,60933
909,Elk County,20049,Kansas,1835.1216158143532,50275
910,Ellis County,20051,Kansas,1676.0,71720
911,Ellsworth County,20053,Kansas,1835.1216158143532,59695
912,Finney County,20055,Kansas,911.0,69499
913,Ford County,20057,Kansas,780.0,69260
914,Franklin County,20059,Kansas,1689.0,67406
915,Geary County,20061,Kansas,2392.0,58682
916,Gove County,20063,Kansas,1835.1216158143532,61991
917,Graham County,20065,Kansas,1835.1216158143532,54400
918,Grant County,20067,Kansas,1835.1216158143532,70865
919,Gray County,20069,Kansas,1835.1216158143532,78289
920,Greeley County,20071,Kansas,1835.1216158143532,56567
921,Greenwood County,20073,Kansas,1835.1216158143532,61562
922,Hamilton County,20075,Kansas,1835.1216158143532,56704
923,Harper County,20077,Kansas,1835.1216158143532,62197
924,Harvey County,20079,Kansas,2016.0,68264
925,Haskell County,20081,Kansas,1835.1216158143532,73119
926,Hodgeman County,20083,Kansas,1835.1216158143532,65909
927,Jackson County,20085,Kansas,1835.1216158143532,69162
928,Jefferson County,20087,Kansas,1828.0,72391
929,Jewell County,20089,Kansas,1835.1216158143532,56855
930,Johnson County,20091,Kansas,1451.0,117813
931,Kearny County,20093,Kansas,1835.1216158143532,68402
932,Kingman County,20095,Kansas,1835.1216158143532,79157
